project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
GRAL,A Lagrangian dispersion model with reasonable demands on computational times and sensible accuracy.,GralDispersionModel,https://github.com/GralDispersionModel/GRAL.git,github,,Atmospheric Dispersion and Transport,"2022/11/11, 16:55:15",15,0,1,true,C#,,GralDispersionModel,C#,,,"2019/12/27, 15:05:08",1398,GPL-3.0,4,87,"2022/12/16, 19:09:34",0,30,34,3,313,0,0,0.0125,"2022/11/05, 09:07:19",V2209,0,1,false,,true,true,,,https://github.com/GralDispersionModel,,,,,https://avatars.githubusercontent.com/u/56819015?v=4,,,
SNAP,A lagrangian type atmospheric dispersion model specialized on modelling dispersion of radioactive debris.,metno,https://github.com/metno/snap.git,github,,Atmospheric Dispersion and Transport,"2023/10/12, 14:07:06",20,0,3,true,Fortran,Norwegian Meteorological Institute,metno,"Fortran,Python,Shell,Makefile,HTML,XSLT",,",https://doi.org/10.5281/zenodo.1155159","2017/10/30, 09:34:18",2186,GPL-3.0,239,1643,"2023/10/12, 06:49:09",5,114,125,31,13,1,2.3,0.374241402562374,"2023/09/05, 12:21:21",dry_deposition,0,6,false,,false,true,,,https://github.com/metno,https://www.met.no,Norway,,,https://avatars.githubusercontent.com/u/893264?v=4,,,
GasDispersion.jl,"A set of tools for atmospheric dispersion modeling of gaseous releases, such as might occur during an emergency at a chemical plant or more routinely from a stack.",aefarrell,https://github.com/aefarrell/GasDispersion.jl.git,github,"chemical-engineering,process-safety",Atmospheric Dispersion and Transport,"2023/10/01, 20:19:57",9,0,6,true,Julia,,,Julia,,,"2021/09/04, 17:06:24",781,MIT,62,118,"2023/10/01, 20:18:08",3,16,25,16,24,0,0,0,"2023/10/01, 20:43:57",v0.1.1,0,1,false,,false,false,,,,,,,,,,,
CloudDrift,"Accelerates the use of Lagrangian data for atmospheric, oceanic, and climate sciences.",Cloud-Drift,https://github.com/Cloud-Drift/clouddrift.git,github,"climate-data,climate-science,data-structures,oceanography,python",Atmospheric Dispersion and Transport,"2023/10/25, 15:12:13",25,5,17,true,Python,CloudDrift,Cloud-Drift,Python,https://clouddrift.org/,,"2021/11/03, 14:43:06",721,MIT,169,280,"2023/10/23, 13:16:19",27,151,255,226,2,2,1.8,0.535836177474403,"2023/10/09, 18:04:36",v0.24.0,0,3,false,,false,false,"narest-qa/repo70,philippemiron/clouddrift-examples,selipot/clouddrift-examples,Cloud-Drift/clouddrift-examples,milancurcic/clouddrift-examples",,https://github.com/Cloud-Drift,https://clouddrift.org,United States of America,,,https://avatars.githubusercontent.com/u/91622877?v=4,,,
IPART,"A Python package for automated Atmospheric River (AR) detection, axis finding and AR tracking from gridded Integrated Vapor Transport data.",ihesp,https://github.com/ihesp/IPART.git,github,,Atmospheric Dispersion and Transport,"2023/07/12, 06:42:36",17,0,11,true,Python,,ihesp,"Python,Jupyter Notebook,TeX",https://ipart.readthedocs.io/en/latest/,",https://doi.org/10.21105/joss.02407,https://doi.org/10.5194/gmd-13-4639-2020,https://doi.org/10.5194/gmd-13-4639-2020,https://doi.org/10.21105/joss.02407","2020/01/02, 15:38:55",1392,GPL-3.0,2,177,"2021/11/12, 07:25:28",7,9,15,0,712,0,0,0.084848484848485,"2023/07/13, 06:59:54",v3.6.1,0,5,false,,false,false,,,https://github.com/ihesp,,,,,https://avatars.githubusercontent.com/u/48726625?v=4,,,
GEOS-Chem,"Advance understanding of human and natural influences on the environment through a comprehensive, state-of-the-science, readily accessible global model of atmospheric composition.",geoschem,https://github.com/geoschem/geos-chem.git,github,"cloud-computing,atmospheric-modelling,aws,scientific-computing,bash-script,configuration,integration-tests,greenhouse-gases,aerosols,atmospheric-chemistry,atmospheric-composition,carbon-cycle,climate,mercury,particulate-matter,atmospheric-chemistry-modeling,fortran,hg,run-directory,earth-system-modeling",Atmospheric Chemistry and Aerosol,"2023/10/23, 15:38:15",146,0,31,true,Fortran,GEOS-Chem,geoschem,"Fortran,Shell,C,Python,CMake,Makefile,Perl",http://geos-chem.org,",https://doi.org/10.5281/zenodo.1343546","2018/06/19, 16:55:12",1954,CUSTOM,804,9845,"2023/10/23, 20:49:46",123,482,1792,557,2,21,1.2,0.550924567067802,"2023/10/23, 16:17:18",14.2.2,0,50,false,,false,false,,,https://github.com/geoschem,http://www.geos-chem.org,International,,,https://avatars.githubusercontent.com/u/8321017?v=4,,,
gcpy,A Python-based toolkit containing useful functions for working specifically with the GEOS-Chem model of atmospheric chemistry and composition.,geoschem,https://github.com/geoschem/gcpy.git,github,"python,cloud-computing,visualization-tools,geos-chem,atmospheric-modelling,atmospheric-chemistry,scientific-computing,plotting-in-python,benchmarking,python-toolkit,xarray,cartopy,plots,numpy",Atmospheric Chemistry and Aerosol,"2023/03/09, 16:58:43",46,0,9,true,Python,GEOS-Chem,geoschem,"Python,Jupyter Notebook,Shell,Dockerfile",https://gcpy.readthedocs.io,,"2018/07/26, 14:43:02",1917,CUSTOM,66,1205,"2023/10/24, 17:22:47",25,70,241,90,1,1,3.8,0.64030131826742,"2023/03/09, 17:12:30",1.3.3,0,11,false,,false,false,,,https://github.com/geoschem,http://www.geos-chem.org,International,,,https://avatars.githubusercontent.com/u/8321017?v=4,,,
PartMC,Particle-resolved Monte Carlo code for atmospheric aerosol simulation.,compdyn,https://github.com/compdyn/partmc.git,github,,Atmospheric Chemistry and Aerosol,"2023/08/23, 01:48:57",26,0,8,true,Python,,compdyn,"Python,Fortran,Gnuplot,Shell,HTML,C,CMake,TeX,Dockerfile",http://lagrange.mechse.illinois.edu/partmc/,",https://zenodo.org/badge/latestdoi/24058992,https://zenodo.org/badge/latestdoi/24058992","2014/09/15, 14:13:51",3327,GPL-2.0,4,2729,"2023/08/23, 01:48:58",55,64,136,7,64,8,1.6,0.208960843373494,"2023/08/11, 20:24:26",2.7.0,0,8,false,,false,false,,,https://github.com/compdyn,,,,,https://avatars.githubusercontent.com/u/8762060?v=4,,,
PyCHAM,"CHemistry with Aerosol Microphysics in Python box model for Windows, Linux and Mac.",simonom,https://github.com/simonom/PyCHAM.git,github,"atmospheric-modelling,scipy,chemical-scheme,aerosol-microphysics,aerosol-chambers,indoor-air-quality",Atmospheric Chemistry and Aerosol,"2023/10/23, 15:22:48",45,2,7,true,Python,,,"Python,TeX",,",https://doi.org/10.21105/joss.01918,https://doi.org/10.5194/gmd-14-675-2021,https://doi.org/10.5194/acp-3-161-2003,https://doi.org/10.5194/acp-3-161-2003,https://doi.org/10.5194/gmd-14-675-2021,https://doi.org/10.5194/gmd-14-675-2021","2019/09/13, 13:22:51",1503,GPL-3.0,93,304,"2022/03/08, 09:24:56",0,8,22,0,596,0,0.125,0.006734006734007,"2020/12/17, 14:52:45",v2.1.1,0,2,false,,false,true,"Pravansh5/My_awesome_cart,kidiloskahyper45/kidiloska-Isabella-Rbot",,,,,,,,,,
Chemical Lagrangian Model of the Stratosphere,A world leader in simulating exchange processes in the atmosphere across transport barriers such as stratosphere-troposphere exchange.,clams,,custom,,Atmospheric Chemistry and Aerosol,,,,,,,,,,https://jugit.fz-juelich.de/clams/CLaMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PyBox,A Python based box-model generator and simulator designed for atmospheric chemistry and aerosol studies.,loftytopping,https://github.com/loftytopping/PyBox.git,github,"chemistry,numba,fortran,atmospheric-science",Atmospheric Chemistry and Aerosol,"2020/11/03, 12:57:05",35,0,5,false,Python,,,"Python,Dockerfile,TeX",,",https://doi.org/10.21105/joss.00755,https://doi.org/10.21105/joss.00755,https://doi.org/10.21105/joss.00755\n","2018/04/18, 10:09:33",2016,GPL-3.0,0,236,"2018/08/12, 19:43:58",5,0,7,0,1900,0,0,0,"2018/08/14, 11:27:32",1.0.1,0,1,false,,false,false,,,,,,,,,,,
MICM Chemistry,A unique chemistry module that can be implemented in any atmosphere model used at NCAR.,NCAR,https://github.com/NCAR/micm.git,github,"atmospheric-chemistry,atmospheric-modeling,atmospheric-science,ode-solver,cuda,gpu,gpu-acceleration,hpc",Atmospheric Chemistry and Aerosol,"2023/10/25, 22:23:03",4,0,4,true,C++,National Center for Atmospheric Research,NCAR,"C++,CMake,Cuda,Python,PLSQL,Dockerfile",https://ncar.github.io/micm/,",https://zenodo.org/badge/latestdoi/294492778","2020/09/10, 18:37:15",1140,Apache-2.0,806,1017,"2023/10/25, 22:23:04",37,175,286,276,0,3,1.4,0.630558722919042,"2023/09/25, 20:32:39",v3.2.0,0,12,false,,true,false,,,https://github.com/NCAR,http://ncar.ucar.edu,"Boulder, CO",,,https://avatars.githubusercontent.com/u/2007542?v=4,,,
PySDM,Pythonic particle-based warm-rain/aqueous-chemistry cloud microphysics package.,open-atmos,https://github.com/open-atmos/PySDM.git,github,"physics-simulation,monte-carlo-simulation,gpu-computing,atmospheric-modelling,particle-system,numba,thrust,nvrtc,pint,atmospheric-physics,python,simulation,gpu,cuda,research,pypi-package",Atmospheric Chemistry and Aerosol,"2023/10/25, 21:45:25",45,7,13,true,Python,,open-atmos,"Python,TeX,Shell",https://open-atmos.github.io/PySDM/,",https://zenodo.org/badge/latestdoi/199064632,https://doi.org/10.21105/joss.03219,https://doi.org/10.21105/joss.04968,http://doi.org/10.1002/qj.441","2019/07/26, 18:41:26",1552,GPL-3.0,158,3636,"2023/10/25, 21:45:35",120,636,1045,224,0,19,2,0.368841082581541,"2021/10/21, 22:25:13",tip,0,16,false,,false,false,"slayoo/PyPartMC-examples,open-atmos/PyPartMC,abulenok/PySuperDropletLES,slayoo/PyMPDATA-MPI,Delcior/PySuperDropletLES,open-atmos/PyMPDATA-MPI,slayoo/PySDM-examples",,https://github.com/open-atmos,,,,,https://avatars.githubusercontent.com/u/87869712?v=4,,,
pyrcel,"An implementation of a simple, adiabatic cloud parcel model for use in aerosol-cloud interaction studies.",darothen,https://github.com/darothen/pyrcel.git,github,,Atmospheric Chemistry and Aerosol,"2023/09/26, 06:22:47",19,0,3,true,Python,,,Python,,",https://zenodo.org/badge/latestdoi/12927551","2013/09/18, 15:53:10",3689,BSD-3-Clause,28,395,"2023/09/26, 02:54:45",9,7,9,5,30,0,0.142857142857143,0.071428571428571,"2023/09/26, 06:25:51",v1.3.2,0,3,false,,false,false,,,,,,,,,,,
ORAC,"An optimal estimation retrieval scheme for the estimation of aerosol and cloud properties from a wide range of visible-infrared imaging satellites, such as MODIS, AATSR, AVHRR and SEVIRI.",ORAC-CC,https://github.com/ORAC-CC/orac.git,github,,Atmospheric Chemistry and Aerosol,"2023/06/26, 10:11:07",25,0,3,true,Fortran,,,"Fortran,C,Python,C++,Pawn,Makefile,Yacc,Shell,Assembly,NASL,CMake,Lex,Perl,Batchfile",,,"2017/11/27, 19:35:57",2158,GPL-3.0,90,2335,"2023/06/26, 14:40:02",29,44,60,13,121,6,4.2,0.476848090982941,"2021/08/27, 14:45:00",v08-beta,0,8,false,,false,false,,,,,,,,,,,
METplus,A verification framework that spans a wide range of temporal (warn-on-forecast to climate) and spatial (storm to global) scales.,dtcenter,https://github.com/dtcenter/METplus.git,github,,Meteorological Observation and Forecast,"2023/09/08, 23:00:12",84,0,11,true,Python,Developmental Testbed Center,dtcenter,"Python,Shell,Dockerfile,Common Lisp",https://metplus.readthedocs.io,",https://doi.org/10.5281/zenodo.5567804","2016/08/25, 15:19:30",2617,Apache-2.0,232,6665,"2023/10/25, 23:01:57",136,713,1559,318,0,1,1.2,0.526190476190476,"2023/09/15, 20:04:40",v6.0.0-beta1,0,29,false,,false,false,,,https://github.com/dtcenter,https://dtcenter.org,,,,https://avatars.githubusercontent.com/u/67171881?v=4,,,
WRF-ARW,The official repository for the Weather Research and Forecasting model.,wrf-model,https://github.com/wrf-model/WRF.git,github,"wrf,weather,climate,forecast,nwp,model,simulation,fortran",Meteorological Observation and Forecast,"2023/07/25, 21:06:01",1046,0,211,true,Fortran,Weather Research and Forecasting Model,wrf-model,"Fortran,Roff,C++,C,NASL,Shell,Assembly,Makefile,Pawn,NCL,PLSQL,Pascal,Perl,Yacc,Lex,M4,HTML,Forth,MATLAB,Emacs Lisp,EmberScript,sed,SourcePawn,NewLisp",,,"2016/08/16, 20:39:14",2626,CUSTOM,66,6537,"2023/10/12, 18:09:46",169,1552,1758,124,13,33,1,0.647275706677591,"2023/07/25, 21:26:30",v4.5.1,0,123,false,,false,false,,,https://github.com/wrf-model,http://www2.mmm.ucar.edu/wrf/users/,"Boulder, Colorado, USA",,,https://avatars.githubusercontent.com/u/12666893?v=4,,,
wrf-python,A collection of diagnostic and interpolation routines for use with output from the Weather Research and Forecasting Model.,NCAR,https://github.com/NCAR/wrf-python.git,github,,Meteorological Observation and Forecast,"2023/06/16, 22:26:09",363,0,44,true,Python,National Center for Atmospheric Research,NCAR,"Python,C,Fortran,Jupyter Notebook,NCL,Shell,Batchfile",,,"2016/05/23, 20:55:40",2711,Apache-2.0,4,555,"2023/08/29, 22:41:20",59,53,158,13,57,1,1.3,0.615384615384615,"2022/05/26, 16:33:58",v1.3.4.1,0,17,false,,true,true,,,https://github.com/NCAR,http://ncar.ucar.edu,"Boulder, CO",,,https://avatars.githubusercontent.com/u/2007542?v=4,,,
Open-Meteo,Global weather API for non-commercial use with hourly weather forecast.,open-meteo,https://github.com/open-meteo/open-meteo.git,github,"weather-api,weather,weather-forecast",Meteorological Observation and Forecast,"2023/10/25, 10:32:41",1370,0,846,true,Swift,Open-Meteo,open-meteo,"Swift,C,Dockerfile,Shell",https://open-meteo.com,",https://doi.org/10.5281/zenodo.7970649","2021/06/24, 09:48:38",853,AGPL-3.0,1083,1501,"2023/10/25, 10:16:26",63,118,283,253,0,1,0,0.051386071670047,"2023/10/10, 13:05:31",0.2.89,0,37,true,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,lfx_crowdfunding,custom",false,false,,,https://github.com/open-meteo,https://open-meteo.com,,,,https://avatars.githubusercontent.com/u/86407831?v=4,,,
stationaRy,Get hourly meteorological data from one of thousands of global stations.,rich-iannone,https://github.com/rich-iannone/stationaRy.git,github,"r,met-data,dataset,global",Meteorological Observation and Forecast,"2020/05/04, 16:36:00",248,0,11,false,R,,,R,http://rich-iannone.github.io/stationaRy/,,"2013/11/21, 02:06:45",3626,CUSTOM,0,918,"2021/01/14, 22:49:50",4,4,26,0,1014,0,0,0.004439511653718,"2019/09/25, 15:01:35",v0.5.0,0,4,false,,true,false,,,,,,,,,,,
weathercan,This package makes it easier to search for and download multiple months/years of historical weather data from the Environment and Climate Change Canada (ECCC) website.,ropensci,https://github.com/ropensci/weathercan.git,github,"weather-data,environment-canada,weather-downloader,r,rstats,r-package,peer-reviewed",Meteorological Observation and Forecast,"2023/09/20, 22:05:19",97,0,10,true,R,rOpenSci,ropensci,"R,TeX,HTML",https://docs.ropensci.org/weathercan,",https://zenodo.org/badge/latestdoi/60650396,https://doi.org/10.21105/joss.00571","2016/06/07, 22:20:22",2696,GPL-3.0,54,844,"2023/09/20, 22:05:24",8,39,131,10,35,0,0.2,0.109517601043025,"2023/09/20, 22:06:21",v0.7.1,0,6,false,,false,true,,,https://github.com/ropensci,https://ropensci.org/,"Berkeley, CA",,,https://avatars.githubusercontent.com/u/1200269?v=4,,,
metR,Several functions and utilities that make R better for handling meteorological data in the tidy data paradigm.,eliocamp,https://github.com/eliocamp/metR.git,github,"r,atmospheric-science,ggplot2,r-package,rstats,visualization",Meteorological Observation and Forecast,"2023/03/25, 14:14:33",134,0,15,true,R,,,R,https://eliocamp.github.io/metR/,",https://zenodo.org/badge/latestdoi/96357263","2017/07/05, 20:09:40",2303,GPL-3.0,25,991,"2023/05/08, 14:48:54",26,10,155,11,170,3,0,0.003089598352214,"2023/03/25, 14:03:11",v0.14.0,0,4,false,,false,false,,,,,,,,,,,
climate,The goal of the climate R package is to automatize downloading of meteorological and hydrological data from publicly available repositories.,bczernecki,https://github.com/bczernecki/climate.git,github,"climate,climate-data,meteorological-data,meteorology,ogimet,imgw,sounding,r,noaa-data,r-package",Meteorological Observation and Forecast,"2023/04/01, 13:48:48",62,0,13,true,R,,,R,https://bczernecki.github.io/climate/,",https://doi.org/10.3390/su12010394""\n\nLaTeX/BibTeX","2019/07/17, 19:49:40",1561,CUSTOM,1,396,"2023/09/22, 09:47:47",3,29,84,6,33,1,1.1,0.4,"2022/10/12, 13:22:29",v1.1.0,0,4,false,,false,false,,,,,,,,,,,
rdwd,"An R package to select, download and read climate data from the German Weather Service.",brry,https://github.com/brry/rdwd.git,github,,Meteorological Observation and Forecast,"2023/09/27, 12:19:31",62,0,11,true,R,,,R,https://bookdown.org/brry/rdwd,",https://doi.org/10.1016/j.scitotenv.2018.02.241,https://doi.org/10.5675/HyWa_2017,3_1","2016/10/19, 15:07:55",2562,CUSTOM,63,866,"2023/09/16, 08:53:25",2,2,38,6,39,0,0,0.006968641114983,"2023/06/17, 09:08:32",v1.8,0,2,false,,false,false,,,,,,,,,,,
MetPy,"A collection of tools in Python for reading, visualizing and performing calculations with weather data.",Unidata,https://github.com/Unidata/MetPy.git,github,"python,atmospheric-science,meteorology,weather,plotting,scientific-computations,hodograph,skew-t,weather-data,hacktoberfest",Meteorological Observation and Forecast,"2023/10/25, 21:13:03",1109,324,184,true,Python,Unidata,Unidata,"Python,Dockerfile,Ruby,Makefile",https://unidata.github.io/MetPy/,,"2011/02/25, 04:20:25",4626,BSD-3-Clause,807,5811,"2023/10/25, 20:13:31",330,1910,2713,417,0,39,0.9,0.474584437484943,"2023/07/07, 18:45:55",v1.5.1,10,71,false,,true,true,"nrb171/Automatic-Publication-Management-System,dwest77a/kerchunk-builder,msearsie3/AMS_workshop,developmentseed/titiler-xarray,nbarjun/SCAFET,nrb171/Automatic-Publication-Summarization,djzurawski/dan-weather-suite,Artur-Nurm/sf_data_science,bgorr/satplan,jejjohnson/ocn-tools,nriet/algorithm,terezapohankova/pySEBS,NOAA-GSL/VxIngest,chyalexcheng/grainLearning,NuttaSkanupong/NS-ML-CWCNN,nobodyyyyyy/evaporation_ducts,thunderhoser/ml_for_wildfire_wpo,SexyJoJo/HeBei_product,seakers/DMASpy,jancgreyling/cookiecutter_sai,wharf-wombat/goes2go,nicalcoca/qgeoidcolweb-b,xzwbsz/DGFormer,kylejgillett/sounderpy,ClariNerd617/ClariNerd617Backend,miky21121996/MO_project,miky21121996/HFR-project,TangoIndiaMango/porfolio_backend,USA-RedDragon/python-gis,vinguyen777/Data-Science-on-Agriculture,marcwatine/CC-LUT,2lambda123/svrstormsig,DuobleFlowTwentysix/ST-GRF,USA-RedDragon/nws-slack-bot,JSpencerPittman/Ecozo,PLAknazaXM/Education,Tanvi-Jain01/Delhi-AirQuality-,EVS-ATMOS/air-quality-sensors,HenryWinterbottom-NOAA/ufs_diags,acblackford/wedgj,phoenixes94/A-robust-error-correction-method-for-NWP-wind-speed-based-on-VMD-PCA-RF,swiftsoftwaregroup/tropess-notes,citylikeamradio/ecape,mishrakeshav/Radiosonde-Ground-Station-Software,Tanvi-Jain01/Delhi-AirQuality,timothyvinzent/Capstone,1chooo/atmo-lab,actris-cloudnet/mwrpy,philine-bommer/Climate_X_Quantus,zmlabe/Attribution_SpringNA,PLAknazaXM/Chem-112-Lab-Code,FelipeSBarros/EngolindoFumaca_paper,jejjohnson/oceanbench,Fxe/Dataverse,TrellixVulnTeam/pyschism-sciclone-tests_5BBQ,nasa/svrstormsig,CROCUS-Urban/instrument-cookbooks,yutong-xia/EE5907-Pattern-Recognistion,xzwbsz/DCPGRNcode,romainpilon/cloudbandPy,xzwbsz/DCPGRN,khazidhea/jua_warnings_api,jtfedd/3d-radar,daniloceano/cyclone_thermodynamics,OceanTrader1/pimospheric,gzlijiaming/MingNet,sauterto/clim_env_hydro,Pavan-lanka/object_detection,LinOuyang/pybarnes,oloapinivad/ECmean4,dunned024/WSIHT,GrainLearning/grainLearning,dennissergeev/arke,Mitchell-D/aes670hw2,bsepaul/climate-models,zhangslTHU/pyhon_binder_repo,marcellinus-witarsah/2023-ey-open-science-data-challenge-1,Madhumitha11-s/AirPy,bartulo/portugal-binder,a1amador/wgpack,chris-hedemann/ml-project-air-pollution,xmnlab/satellite-weather-downloader,theofilis/netcdfella,luabida/satellite-weather-downloader,vosps/tropical_cyclone,cycle13/uwnet-1,ai2cm/uwnet,dtcenter/METviewer,SEE-GEO/ccic,GEUS-Glaciology-and-Climate/GC-Net-evaluation,Wend3620/visual,nhm-usgs/gfsetl,stresearch/gaia,amotl/herbie-without-docs,openclimateinitiative/surface-demo,igmk/actris_mwr_pro,EOanalyticsLTD/FLARES,posener/gliders,dtcenter/METplotpy,gzileni/pyImport,dtcenter/METcalcpy,ARM-DOE/ACT,a2edap/ingest-buoy,bertranddelvaux/data-web-tc,coecms/frontdetection,drivendataorg/snowcast-showdown,david-rx/fish-mip-emulator,osl-incubator/satellite-weather-downloader,bartulo/jupyter-cilifo,marcoscole/cosipy,kdrushka/oceanliner,SteepAtticStairs/AtticServer,glidar-project/glidar-analyst,blaylockbk/goes2go,djzurawski/mpas-realtime,jroettenbacher/phd_base,nikfot/netcdfella,igorkso/estatisticas_meteorologicas,luabida/ADClima,ai2es/ptype-physical,Vipermdl/Oxyformer,UNISvalbard/unisacsi,cal-adapt/climakitae,ryandbair/Herbie,brown-ccv/jupyterhub-docker-images,amaurylancelin/npFDT,tedw0ng/wri-agriadapt-demo,dooley-ch/whatstheweather,bmanjaree/oceanliner_back-up,suhendra0812/cmems_opendap,U-S-NRL-Marine-Meteorology-Division/xnrl,Geet-George/recode_smocs,tanukansalgit/weather-plotting-distributed-systems,apache/incubator-sdap-nexus,dlr-pa/climaccf,pinstripeninjas/met-breakfast,Kang-ChangWoo/ERA05-extractor,daniloceano/lorenz-cycle,CUG-hydro/CUG-HydroMeteorology.py,ShyftSolutions/exploring-wx-data,physicsgoddess1972/GOES-mapping,observingClouds/pysonde,bnb32/spring_onset,dnerini/startleiter,ngam/ngc-ext-pangeo,saramoira/tropical-cyclone-explorer,jgmsantos/Livro-Python,HaominYu0/CGF,JamesBassford/Rain_App,AML-CS/wrf-baq-0.5km,airavata-courses/vulcan,mrshll/saltsavvy,ywbarton/panel-weather,flyaheadl/ll_newstart,asselapathirana/oro,kamaal44/Termux-2,RyosukeDTomita/meteoplot,franzihe/CloudSat_ERA5_CMIP6_analysis,Geet-George/quickdrop,zmlabe/SAI,GeologicalSurveySouthAustralia/SA-geochemical-maps,nhm-usgs/grd2shp,Olympic-Tibidi/Tides,moroots/DATAS,djzurawski/weather-products,airavata-courses/terra,wxmann/sounding-api,EarthObservationSimulator/instrupy,glidar-project/glidar-model,MODAP/datascience,sd19surf/docker_metpy,NOAA-GSL/hrrr-smoke-vis,climate-enigma/dparcel,crouchr/yoctopuce-sensor,briis/pyweatherflowudp,jglauner74/glauner-weather,NOAA-GSL/ml4tc,bnb32/gcm_aws,Quinticx/PyNEXRAD,rpmanser/large_ic_ensembles,Skyehawk/BackBuilding_QuasiStationary_Tstorm_ID,berkeley-dsep-infra/datahub,opencdms/surface,NCAR/rechunk_retro_nwm_v21,AlFontal/covid-climate-signatures,blaylockbk/Herbie,kwodzicki/tamu_met_products,cryotools/cosipy,schism-dev/pyschism,nforceroh/METAR,zmlabe/predictGMSTrate,pyinstaller/pyinstaller-hooks-contrib,LuisSevillano/goes16-processing,nmcdev/metdig,vidurmithal/covid-fire-aq,ramanakumars/GOESplot,RADutchie/pygeochemtools,rmcd-mscb/grd2shp_xagg,ahsouri/GOESVisualizer,nbren12/uwnet,xiwei-ff/leida_data,suvodip1212/bemuda,NUsav77/Open-Ended-Capstone-Step-3,NOAA-GSL/ml4convection,kwodzicki/dcotssUtils,physicsgoddess1972/Precipitable-Water-Model,NCAR/geocat-comp,Open-MSS/data-retrieval,DWesl/weather-data-downloader,J-Wall/camfi,crouchr/display-generator,thunderhoser/ml4tc,genericnme/mettool,asselapathirana/orographic_rainfall,thunderhoser/ml4convection,Marilyth/mss-data-retrieval,thunderhoser/ml4rt,NeiliNeji/Covid-19,sodoesaburningbus/pysonde,ai2cm/fv3net,adair-kovac/TetheredBalloon-7710,hkershaw-brown/dartthedocs,Unidata/siphon,crouchr/webcamd,C4IROcean/python_sdk_example_notebooks,crouchr/synopsisd,mhaberler/radiosonde-datacollector,crouchr/metfuncs,EFisher828/CarolinaWxGroupFrequent,zmlabe/ModelBiasesANN,RomiNahir/bootstrap-demo,EFisher828/ROABVerification,observingClouds/trade-wind-course_2021,genericnme/genericnme.github.io,zmlabe/DataVizStudies,zmlabe/ExtremeEvents,Daviology38/AMS_Python_2021_Project_Coe,fatekong/GE-STDGN,hkershaw-brown/DART-autocompile,hkershaw-brown/dart-jekyll-test,hkershaw-brown/feature-preprocess,rpmanser/AMS101-Dask-in-MetPy,Divyaakula28/TvChannelSchedule,cuspaceflight/CamPyRoS,mhaberler/jumpvis,mhaberler/dwd-trajectory,hkershaw-brown/rttov-test,matzegoebel/run_WRF,jmccreight/DART,akrherz/pyWWA,zmlabe/InternalSignal,berland/pyrotun,ovaisnazir/Master-Thesis,rahulsingh2310/django-react,vchaparro/wind-power-forecasting,cemac/jupyterhub_provisioning,110621013/weatheric2,shuowang-ai/PM2.5-GNN,YnnuSL/PM2.5-GNN,NateWeiler/Resources,pmlmodelling/ncplot,pmlmodelling/nctoolkit,C4IROcean/odp-sdk-python,guidocioni/icon_forecasts,crazymidnight/weather,oubliss/Profiles,marciohssilveira/met_charts,tmiyachi/vue-emagram,zjfstart/kb,thunderhoser/cira_ml_short_course,srmullens/jet_stream_bot,marciohssilveira/gfs_soundings,jthielen/OpenMosaic,antarcticrainforest/esm_analysis,nmcdev/nmc_met_graphics,areed145/kk6gpv-metpy,ac0015/wrf-ens-tools,leosaffin/scripts,andrewbrown31/SCW-analysis,Geet-George/JOANNE,DishaTalreja3/Science-Gateway-for-Weather-Forecasting,nmcdev/nmc_met_base,fvalka/nwp-sounding,Denizhan-Yigitbas/PotHoles_DSCI400,fvalka/icon-skewt-plot,airavata-courses/Orenda,EUREC4A-UK/twin-otter,DS4Earth/sp2020,jgodwinWX/sfcplots_v2,exoclim/aeolus,liyuan3970/study_demo,nmcdev/nmc_met_map,areed145/kk6gpv-workers,observingClouds/eurec4a_snd,weiming9115/MSEplots,apottr/nexrad-something,apottr/nexrad-process,frontogenesis/flask,yotf/meteoDash,zmlabe/AntSeaIceVari,metwork-framework/mfextaddon_scientific,zmlabe/StratoVari,kuchaale/X-regression,JoDeMiro/Eniko,jaws/jaws,kms22134/tamu_met_products,zmlabe/AMIP_Simu,launda/learn_flask,brianmapes/MSEplot,CyanideCN/PyCINRAD,kwodzicki/WxStationPlots,thunderhoser/GewitterGefahr,hawson/Nexfetch,meteorolog90/PROGRAM,zmlabe/ThicknessSensitivity,zmlabe/SeaIceQBO,weiming9115/Working-Space,zmlabe/ClimatePython,zmlabe/IceVarFigs,Unidata/drilsdown,NORCatUofC/rain,jrleeman/skewtweb,akrherz/pyIEM,ASRCsoft/wxprofilers",,https://github.com/Unidata,https://www.unidata.ucar.edu/,"Boulder, Colorado, USA",,,https://avatars.githubusercontent.com/u/613345?v=4,,,
