,project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,activity,community,size,total_score
755,MOHID-Lagrangian,"Mainly developed for oceanographic and fluvial modeling, application to atmospheric and other planetary settings should be trivial.",Mohid-Water-Modelling-System,https://github.com/Mohid-Water-Modelling-System/MOHID-Lagrangian.git,github,"fortran,lagrangian-ocean-modelling,oop,mohid",Hydrosphere,"2022/02/14, 09:58:39",15.0,0.0,0.0,True,C,MOHIDWater Modelling System,Mohid-Water-Modelling-System,"C,Fortran,Makefile,Shell,HTML,C++,M4,CMake,Roff,PLSQL,TeX,Pascal,LiveScript,Assembly,Python,Yacc,Ada,Perl,C#,Lex,Java,DIGITAL Command Language,Batchfile,CSS,Pawn,Tcl,SAS,Module Management System,Scilab",,,"2018/02/23, 14:31:13",1654.0,GPL-3.0,4.0,1538.0,"2022/08/03, 09:54:33",2.0,89.0,90.0,4.0,32.0,0.0,0.3,0.2056293979671618,"2020/11/17, 13:48:18",v20.10,0.0,4.0,False,,False,False,,,https://github.com/Mohid-Water-Modelling-System,www.mohid.com,"Lisbon, Portugal",,,https://avatars.githubusercontent.com/u/15635544?v=4,,,,4.531506849315068,1.3378378378378377,1.2796257796257797,2.1590436590436592,0.46494062445994294
756,Mohid,"A modular finite volumes water-modeling system written in ANSI-Fortran95 using an Object-oriented programming philosophy, integrating diverse mathematical models and supporting graphical user interfaces that manage all the pre- and post-processing.",Mohid-Water-Modelling-System,https://github.com/Mohid-Water-Modelling-System/Mohid.git,github,,Hydrosphere,"2022/09/01, 22:05:08",57.0,0.0,5.0,True,Fortran,MOHIDWater Modelling System,Mohid-Water-Modelling-System,"Fortran,C,Roff,C++,C#,Shell,Pascal,Makefile,Cuda,Rich Text Format,CMake,Batchfile",http://www.mohid.com,,"2015/11/05, 16:52:33",2495.0,GPL-3.0,72.0,2967.0,"2022/08/26, 15:15:29",10.0,47.0,53.0,9.0,9.0,0.0,0.0,0.5796536796536796,"2021/11/10, 17:38:51",v21.10,0.0,24.0,False,,False,False,,,https://github.com/Mohid-Water-Modelling-System,www.mohid.com,"Lisbon, Portugal",,,https://avatars.githubusercontent.com/u/15635544?v=4,,,,6.835616438356165,1.8238045738045738,1.8612266112266111,2.586278586278586,0.6171499727267213
757,AIBECS.jl,A Julia package that provides ocean biogeochemistry modelers with an easy-to-use interface for creating and running models of the ocean system.,JuliaOcean,https://github.com/JuliaOcean/AIBECS.jl.git,github,"ocean,oceanography,ocean-circulation,modeling,model,models,global,optimization,inverse-model,marine,marine-tracer,tracer,transport,julia,awesome,biogeochemistry,biogeochemical,biogeochemical-model,pathways,fluxes",Hydrosphere,"2022/09/01, 00:26:15",31.0,0.0,6.0,True,Julia,,JuliaOcean,Julia,,",https://doi.org/10.21105/joss.03814,https://doi.org/10.5281/zenodo.2864051","2019/05/08, 05:03:31",1215.0,MIT,24.0,370.0,"2022/07/12, 04:54:18",30.0,35.0,63.0,13.0,54.0,0.0,0.0,0.0487106017191977,"2022/07/12, 05:11:36",v0.13.1,0.0,3.0,False,,False,False,,,https://github.com/JuliaOcean,,,,,https://avatars.githubusercontent.com/u/41747359?v=4,,,,3.328767123287671,2.238565488565489,0.6507276507276507,1.4646569646569647,0.4306618766050742
758,CDFTOOLS,A Fortran package for analysis and diagnostics on NEMO ocean model output.,meom-group,https://github.com/meom-group/CDFTOOLS.git,github,,Hydrosphere,"2022/06/20, 13:37:18",26.0,0.0,8.0,True,Fortran,MEOM Research Group,meom-group,"Fortran,HTML,TeX,Makefile,Smarty,Shell,Pug,Ada,CSS",,,"2016/09/15, 12:05:01",2180.0,MIT,43.0,1360.0,"2022/08/30, 13:37:04",20.0,26.0,31.0,1.0,5.0,2.0,0.0,0.0437549721559268,"2017/07/21, 13:07:56",v3.0.2,0.0,10.0,False,,False,False,,,https://github.com/meom-group,http://meom-group.github.io/,"Grenoble, France",,,https://avatars.githubusercontent.com/u/18685991?v=4,,,,5.972602739726027,1.0966735966735968,1.0504158004158004,2.022349272349272,0.402389792567824
759,GOTM,The General Ocean Turbulence Model is an ambitious name for a one-dimensional water column model for marine and limnological applications.,gotm-model,https://github.com/gotm-model/code.git,github,,Hydrosphere,"2022/08/25, 06:13:43",33.0,0.0,4.0,True,Fortran,GOTM,gotm-model,"Fortran,Pascal,C,CMake,Python,Shell",https://gotm.net,,"2015/12/11, 10:46:27",2459.0,GPL-2.0,30.0,2204.0,"2022/08/01, 18:58:11",16.0,11.0,19.0,6.0,34.0,6.0,0.2,0.4755043227665706,"2021/03/08, 15:47:32",v6.0.0,0.0,8.0,False,,False,False,,,https://github.com/gotm-model,https://gotm.net,,,,https://avatars.githubusercontent.com/u/16253606?v=4,,,,6.736986301369863,1.6928274428274426,1.7645530145530146,1.822245322245322,0.5286776944522658
760,pyroms,A collection of tools to process input and output files from the Regional Ocean Modeling System.,ESMG,https://github.com/ESMG/pyroms.git,github,,Hydrosphere,"2022/06/03, 16:58:44",101.0,0.0,16.0,True,Python,,ESMG,"Python,Fortran,Makefile",,,"2010/10/21, 17:22:48",4336.0,CUSTOM,4.0,158.0,"2022/06/03, 21:10:32",19.0,14.0,24.0,3.0,93.0,1.0,0.1,0.2195121951219512,"2020/03/25, 21:48:47",v1.0.0,0.0,9.0,False,,False,False,,,https://github.com/ESMG,,,,,https://avatars.githubusercontent.com/u/18122841?v=4,,,,11.87945205479452,1.4298336798336797,1.4532224532224531,1.3404365904365905,0.4257528211414024
761,Intro to Physical Oceanography,Course materials for Introduction to Physical Oceanography.,rabernat,https://github.com/rabernat/intro_to_physical_oceanography.git,github,,Hydrosphere,"2021/12/06, 22:08:03",84.0,0.0,20.0,True,Jupyter Notebook,,,"Jupyter Notebook,TeX,Python,CSS",http://rabernat.github.io/intro_to_physical_oceanography,,"2015/08/31, 21:28:36",2561.0,MIT,55.0,185.0,"2018/12/01, 02:17:52",4.0,4.0,4.0,0.0,1374.0,1.0,0.0,0.0251572327044025,,,0.0,2.0,False,,False,False,,,,,,,,,,,,7.016438356164383,1.7162162162162162,0.5166320166320166,0.6138253638253638,0.28963641339808816
763,WRF-Hydro,A community modeling system and framework for hydrologic modeling and model coupling.,NCAR,https://github.com/NCAR/wrf_hydro_nwm_public.git,github,"modeling,hydrologic-modeling,hydrology,earth-science,wrf-hydro,fortran",Hydrosphere,"2022/09/02, 19:04:50",121.0,0.0,29.0,True,Fortran,National Center for Atmospheric Research,NCAR,"Fortran,C,Python,Makefile,Shell,CMake,NCL,Perl,C++,Forth",https://ral.ucar.edu/projects/wrf_hydro,",https://doi.org/10.5281/zenodo.3625237","2018/02/16, 21:25:17",1661.0,CUSTOM,31.0,2743.0,"2022/09/02, 18:37:18",110.0,417.0,534.0,61.0,2.0,9.0,1.3,0.6357827476038338,"2021/12/10, 19:00:01",v5.2.0,0.0,28.0,False,,True,True,,,https://github.com/NCAR,http://ncar.ucar.edu,"Boulder, CO",,,https://avatars.githubusercontent.com/u/2007542?v=4,,,,4.550684931506849,1.8186070686070686,2.5935550935550937,3.387733887733888,0.7660362919667723
765,PCR-GLOBWB_model,A large-scale hydrological model intended for global to regional studies.,UU-Hydro,https://github.com/UU-Hydro/PCR-GLOBWB_model.git,github,,Hydrosphere,"2021/09/19, 19:09:40",81.0,0.0,15.0,True,Python,UU-Hydro,UU-Hydro,"Python,Shell,Cython",,",https://doi.org/10.5194/gmd-11-2429-2018,https://doi.org/10.5194/gmd-11-2429-2018","2016/08/17, 15:20:35",2209.0,GPL-3.0,1.0,4641.0,"2022/06/24, 03:51:22",1.0,14.0,16.0,6.0,72.0,0.0,0.0,0.3829787234042553,"2020/05/04, 02:39:35",v2.2.0_alpha_1,0.0,4.0,False,,False,True,,,https://github.com/UU-Hydro,http://www.globalhydrology.nl/,"Utrecht, Netherlands",,,https://avatars.githubusercontent.com/u/8937096?v=4,,,,6.052054794520548,1.3924116424116424,1.0873180873180872,1.6923076923076923,0.4100174477561551
766,HydroShare,A collaborative website for better access to data and models in the hydrologic sciences.,hydroshare,https://github.com/hydroshare/hydroshare.git,github,"django,django-rest-framework,postgresql,docker,hydroshare,python,hydrologic-sciences,collaboration,javascript,hydrology,hydrologic-modeling,hydrology-stormwater-analysis,hydrologic-networks,hydrologic-database,hydro,irods,nginx,solr",Hydrosphere,"2022/09/01, 13:08:53",154.0,0.0,25.0,True,Python,HydroShare,hydroshare,"Python,JavaScript,HTML,CSS,Shell,Vue,R,Dockerfile",https://www.hydroshare.org,,"2014/10/02, 02:19:41",2895.0,BSD-3-Clause,1326.0,15428.0,"2022/09/02, 13:51:40",222.0,2040.0,4540.0,602.0,2.0,10.0,1.2,0.745556345538571,"2022/08/16, 16:02:22",model-resource-migration,0.0,40.0,False,,False,False,,,https://github.com/hydroshare,http://hydroshare.cuahsi.org/,,,,https://avatars.githubusercontent.com/u/3444493?v=4,,,,7.931506849315069,2.935031185031185,2.724012474012474,3.8892931392931396,0.9398371730024468
767,SOILWAT2,An ecosystem water balance simulation model.,DrylandEcology,https://github.com/DrylandEcology/SOILWAT2.git,github,,Hydrosphere,"2022/07/14, 20:15:23",4.0,0.0,1.0,True,C,Dryland Ecology,DrylandEcology,"C,C++,R,Makefile,Shell",,",https://zenodo.org/badge/latestdoi/9551524\n","2013/04/19, 18:11:54",3425.0,GPL-3.0,153.0,1334.0,"2022/08/03, 18:35:59",56.0,100.0,270.0,25.0,32.0,5.0,1.3,0.3683673469387755,"2022/07/14, 20:36:04",v6.5.1,0.0,13.0,False,,False,False,,,https://github.com/DrylandEcology,,,,,https://avatars.githubusercontent.com/u/4193619?v=4,,,,9.383561643835616,2.5992723492723493,2.126819126819127,2.7796257796257793,0.7446234384902571
768,dorado,Simulating passive Lagrangian particle transport over flow-fields from any 2D shallow-water hydrodynamic model using a weighted random walk methodology.,passaH2O,https://github.com/passaH2O/dorado.git,github,"lagrangian,particles,particle-transport,tracer,particle-tracking,particle-tracing,random-walk,rivers,hydrodynamic-modeling,simulator,particle,particle-routing,passive-tracers,numerical-modeling,numerical-modelling",Hydrosphere,"2022/09/03, 01:06:27",22.0,0.0,7.0,True,Python,PassaH2O Group,passaH2O,"Python,TeX",https://passah2o.github.io/dorado,,"2020/07/28, 21:09:07",768.0,MIT,13.0,398.0,"2022/06/07, 18:20:19",2.0,23.0,34.0,5.0,89.0,0.0,0.5,0.1807692307692308,"2022/04/12, 17:38:09",v2.5.1,0.0,4.0,False,,False,False,,,https://github.com/passaH2O,https://sites.google.com/site/passalacquagroup/home,,,,https://avatars.githubusercontent.com/u/30088719?v=4,,,,2.1041095890410957,1.9475051975051976,1.3445945945945947,1.3778586278586278,0.4709925435272487
769,Blueant,Environmental data for Antarctic and Southern Ocean science.,AustralianAntarcticDivision,https://github.com/AustralianAntarcticDivision/blueant.git,github,,Hydrosphere,"2022/08/30, 23:36:29",12.0,0.0,1.0,True,R,Australian Antarctic Division,AustralianAntarcticDivision,R,https://australianantarcticdivision.github.io/blueant/,",https://doi.org/10.5281/zenodo.6809070,https://doi.org/10.4225/15/5afcadad6c130,https://doi.org/10.4225/15/5afcb927e8162,https://doi.org/10.26179/5d64b361ca8ec,https://doi.org/10.26179/fbfd-0828,https://doi.org/10.26179/5b8f30e30d4f3,https://doi.org/10.4225/15/5906b48f70bf9,https://doi.org/10.26179/5d267d1ceb60c,https://doi.org/10.4225/15/5667AC726B224,https://doi.org/10.26179/5d1af0ba45c03,https://doi.org/10.5194/tc-2017-223,https://doi.org/10.4225/25/53D9B12E0F96E","2017/08/22, 02:04:24",1840.0,CUSTOM,23.0,256.0,"2021/03/01, 00:31:07",13.0,2.0,14.0,0.0,553.0,0.0,0.0,0.0200803212851405,,,0.0,3.0,False,,False,False,,,https://github.com/AustralianAntarcticDivision,,,,,https://avatars.githubusercontent.com/u/8952518?v=4,,,,5.041095890410959,1.5150727650727651,0.5893970893970895,0.7957380457380457,0.2919132385525924
770,CO2SYS, A MATLAB (or Octave) project to compute variables of ocean CO2 systems.,jamesorr,https://github.com/jamesorr/CO2SYS-MATLAB.git,github,,Hydrosphere,"2020/06/29, 14:22:22",18.0,0.0,1.0,True,Jupyter Notebook,,,"Jupyter Notebook,MATLAB",,",https://doi.org/10.5194/bg-12-1483-2015,https://doi.org/10.1016/j.marchem.2018.10.006.\n\nvan,https://doi.org/10.3334/CDIAC/otg.CO2SYS_MATLAB_v1.1\n\n","2016/12/20, 17:29:21",2084.0,MIT,0.0,51.0,"2021/12/23, 01:19:12",6.0,1.0,2.0,1.0,256.0,2.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,,,,,,,,,,5.7095890410958905,1.1522869022869022,0.3123700623700624,0.22713097713097713,0.17512301562636834
772,seacarb,An R package that calculates various parameters of the carbonate system in seawater.,jpgattuso,https://github.com/jpgattuso/seacarb-git.git,github,,Hydrosphere,"2022/07/04, 08:54:57",7.0,0.0,2.0,True,R,,,R,,,"2014/09/01, 06:39:34",2925.0,MIT,23.0,358.0,"2021/10/15, 09:44:41",2.0,65.0,72.0,2.0,324.0,0.0,0.0,0.3282051282051282,"2021/03/12, 05:39:32",v3.2.16,0.0,6.0,False,,False,False,,,,,,,,,,,,8.013698630136986,1.9178794178794178,1.1517671517671517,1.8097713097713097,0.4822539269460164
773,RivGraph,Extracting and quantifying graphical representations of river and delta channel networks from binary masks.,jonschwenk,https://github.com/VeinsOfTheEarth/RivGraph.git,github,,Hydrosphere,"2022/08/17, 19:44:54",42.0,0.0,22.0,True,Python,Veins of the Earth,VeinsOfTheEarth,"Python,TeX",https://veinsoftheearth.github.io/RivGraph/,",https://doi.org/10.21105/joss.02952","2019/03/05, 19:17:19",1279.0,CUSTOM,88.0,594.0,"2022/08/29, 22:32:53",8.0,45.0,76.0,22.0,6.0,1.0,0.1,0.5696969696969697,"2022/08/10, 23:22:35",v0.5.0,3.0,6.0,False,,False,False,,,https://github.com/VeinsOfTheEarth,,,,,https://avatars.githubusercontent.com/u/88787335?v=4,,,,3.504109589041096,2.3258835758835756,1.6881496881496882,1.886174636174636,0.591874301739277
774,noaa_coops, A Python wrapper for the NOAA CO-OPS Tides & Currents Data and Metadata APIs.,GClunies,https://github.com/GClunies/noaa_coops.git,github,"noaa,tidesandcurrents,tides,currents,metocean",Hydrosphere,"2022/05/11, 04:54:41",37.0,0.0,11.0,True,Python,,,"Python,Makefile",,,"2019/04/06, 16:19:40",1247.0,GPL-3.0,10.0,121.0,"2022/05/13, 15:23:12",4.0,24.0,29.0,2.0,114.0,2.0,0.0,0.0444444444444444,"2020/10/12, 04:02:26",v0.1.9,0.0,5.0,False,,False,False,,,,,,,,,,,,3.4164383561643836,1.5535343035343034,0.7952182952182953,1.1772349272349274,0.35100346362105367
775,COSIMA,Ocean and sea-ice model analysis tools and examples.,COSIMA,https://github.com/COSIMA/cosima-cookbook.git,github,"ocean,mom,analysis",Hydrosphere,"2022/08/15, 04:58:01",49.0,0.0,4.0,True,Python,COSIMA,COSIMA,"Python,Mako",,,"2017/03/15, 01:01:22",2000.0,Apache-2.0,23.0,446.0,"2022/08/15, 04:58:01",35.0,140.0,262.0,26.0,20.0,0.0,1.1,0.7006172839506173,"2020/06/26, 06:33:28",0.4.0,0.0,10.0,False,,False,False,,,https://github.com/COSIMA,http://cosima.org.au,Australia,,,https://avatars.githubusercontent.com/u/12704607?v=4,,,,5.47945205479452,1.747920997920998,2.37006237006237,2.4672557172557172,0.6565408955046378
776,WaterDetect,"End-to-end algorithm to generate open water cover mask, specially conceived for L2A Sentinel 2 imagery from MAJA1 processor, without any a priori knowledge on the scene.",cordmaur,https://github.com/cordmaur/WaterDetect.git,github,,Hydrosphere,"2022/03/31, 07:43:36",123.0,2.0,48.0,True,Jupyter Notebook,,,"Jupyter Notebook,Python",,",https://zenodo.org/badge/latestdoi/224832878,https://doi.org/10.1016/j.rse.2020.112209.\n\n##,https://doi.org/10.1016/j.rse.2010.03.002.\n\n(2),https://doi.org/10.1016/j.rse.2020.112209.\n\n","2019/11/29, 10:34:57",1010.0,Apache-2.0,16.0,186.0,"2022/08/17, 10:16:03",3.0,6.0,14.0,4.0,18.0,0.0,0.0,0.2444444444444444,"2022/03/31, 07:41:58",v1.5.12,0.0,4.0,False,,False,False,"GolAnd071/FinalProject,cordmaur/WaterQuality",,,,,,,,,,,2.767123287671233,1.672037422037422,0.9365904365904365,0.9064449064449065,0.3567398920662277
777,FLAREr,"Flexible, scalable, robust, and near-real time iterative ecological forecasts in lakes and reservoirs.",FLARE-forecast,https://github.com/FLARE-forecast/FLAREr.git,github,,Hydrosphere,"2022/09/02, 13:17:50",4.0,0.0,0.0,True,R,,FLARE-forecast,R,https://flare-forecast.org/FLAREr/,,"2020/09/02, 19:32:21",732.0,MIT,119.0,502.0,"2022/09/02, 13:17:51",5.0,37.0,42.0,21.0,2.0,0.0,0.0,0.4597402597402598,"2022/02/16, 01:10:45",v2.2.1,0.0,4.0,False,,False,False,,,https://github.com/FLARE-forecast,,,,,https://avatars.githubusercontent.com/u/62960078?v=4,,,,2.0054794520547947,1.930873180873181,1.1746361746361746,1.5535343035343037,0.4647846732290832
778,HyRiver,A Python software stack for retrieving hydroclimate data from web services.,cheginit,https://github.com/hyriver/hyriver.github.io.git,github,"python,webservice,hydrology,climate,data",Hydrosphere,"2022/08/30, 17:35:51",53.0,0.0,41.0,True,Makefile,HyRiver,hyriver,"Makefile,Python",https://docs.hyriver.io,,"2021/03/04, 02:46:42",550.0,CUSTOM,135.0,256.0,"2022/08/28, 03:46:30",0.0,5.0,9.0,7.0,7.0,0.0,0.0,0.25,"2021/10/26, 23:06:22",v0.11,0.0,3.0,False,,True,True,,,https://github.com/hyriver,https://docs.hyriver.io,United States of America,,,https://avatars.githubusercontent.com/u/109259800?v=4,,,,1.5068493150684932,1.8477130977130978,0.8612266112266111,0.8414760914760914,0.3612674755524545
780,Wflow,"A Julia package that provides a hydrological modeling framework, as well as several different vertical and lateral concepts that can be used to run hydrological simulations.",Deltares,https://github.com/Deltares/Wflow.jl.git,github,"wflow,julia,hydrology,hydrological-modelling,hydrodynamics",Hydrosphere,"2022/09/01, 13:46:16",51.0,0.0,26.0,True,Julia,Deltares,Deltares,Julia,https://deltares.github.io/Wflow.jl/dev/,",https://zenodo.org/badge/latestdoi/246787232","2020/03/12, 08:56:58",906.0,MIT,277.0,885.0,"2022/09/01, 13:46:19",17.0,157.0,202.0,61.0,3.0,1.0,0.8,0.5451174289245982,"2022/09/01, 10:17:29",v0.6.2,0.0,9.0,False,,False,False,,,https://github.com/Deltares,https://www.deltares.nl/en/,"Delft, The Netherlands",,,https://avatars.githubusercontent.com/u/6613768?v=4,,,,2.4821917808219176,2.6600831600831603,2.0935550935550937,2.585239085239085,0.7310203882657053
781,ParFlow,"An open-source, modular, parallel watershed flow model.",parflow,https://github.com/parflow/parflow.git,github,,Hydrosphere,"2022/06/30, 18:04:51",111.0,6.0,29.0,True,C,Parflow,parflow,"C,Tcl,Python,Fortran,C++,CMake,M4,Cuda,Shell,Slim,Perl,Makefile,PostScript,Dockerfile,Roff,R,Pascal,MATLAB,Batchfile",http://parflow.org,",https://zenodo.org/search?page=1&size=20&q=parflow&version,https://doi.org/10.5281/zenodo.4816884","2016/05/25, 03:35:57",2293.0,CUSTOM,26.0,772.0,"2022/08/10, 19:09:50",68.0,245.0,341.0,38.0,25.0,3.0,0.9,0.3236074270557029,"2022/04/05, 03:13:55",v3.10.0,0.0,30.0,False,,False,True,"wh3248/bill-play,hydroframe/parflow_python_shortcourse,HydroFrame-ML/sandtank-ml,parflow-resources/parflow-python-container,DrewLazzeriKitware/simulation-modeler,hydroframe/Subsetting",,https://github.com/parflow,https://www.parflow.org,,,,https://avatars.githubusercontent.com/u/19506192?v=4,,,,6.282191780821917,2.172037422037422,2.1751559251559254,3.0015592515592515,0.7237575956921649
782,River Runner,Visualize the path of a rain droplet from any point in the contiguous United States to its end point.,sdl60660,https://github.com/sdl60660/river-runner.git,github,"hydrology,mapping,usgs,usgs-data,usgs-api,visualization,data-visualization,mapbox,mapping-tools,svelte,river-runner,yellowstone-national-park,nhdplus,ocean,geology,3d,topography,nhdplus-data,mountain-features,sci-viz",Hydrosphere,"2022/09/04, 00:07:26",331.0,0.0,147.0,True,Svelte,,,"Svelte,JavaScript,GLSL,Python,HTML,CSS,Shell,Procfile,SCSS",https://river-runner-global.samlearner.com/,,"2021/05/08, 21:41:33",484.0,GPL-3.0,319.0,574.0,"2022/06/29, 17:13:18",9.0,12.0,23.0,6.0,67.0,0.0,0.0,0.0,"2022/07/03, 16:24:54",v2.3.1-beta,0.0,1.0,True,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",False,False,,,,,,,,,,,,1.326027397260274,2.5602910602910605,0.3123700623700624,1.0732848232848233,0.393634258588419
784,LakePy,Pythonic user-centered front-end to the Global Lake Level Database.,ESIPFed,https://github.com/ESIPFed/LakePy.git,github,,Hydrosphere,"2022/02/17, 23:52:53",31.0,0.0,16.0,True,Jupyter Notebook,ESIP,ESIPFed,"Jupyter Notebook,Python,TeX,Shell",,",https://zenodo.org/badge/latestdoi/322186575,http://doi.org/10.\n5281/zenodo.4415936\n\n##","2020/12/17, 05:04:29",626.0,MIT,52.0,171.0,"2021/10/12, 19:30:55",0.0,1.0,1.0,1.0,327.0,0.0,0.0,0.3043478260869565,"2021/01/04, 16:58:48",v2.1.0,0.0,4.0,False,,False,False,,,https://github.com/ESIPFed,http://esipfed.org,United States,,,https://avatars.githubusercontent.com/u/3588047?v=4,,,,1.715068493150685,1.9802494802494803,0.9927234927234927,0.6257796257796258,0.3719681454689418
785,rivr,Designed as an educational tool for students and instructors of undergraduate and graduate courses in open channel hydraulics.,mkoohafkan,https://github.com/mkoohafkan/rivr.git,github,hydraulics,Hydrosphere,"2021/01/21, 05:34:13",18.0,0.0,5.0,True,R,,,"R,C++,TeX",https://mkoohafkan.github.io/rivr,,"2015/01/11, 22:31:02",2793.0,GPL-3.0,0.0,81.0,"2021/12/01, 00:18:21",3.0,0.0,3.0,1.0,278.0,0.0,0.0,0.0,"2021/01/26, 03:39:25",v1.2-3,0.0,1.0,False,,False,False,,,,,,,,,,,,7.652054794520548,1.4651767151767152,0.3123700623700624,0.2463617463617464,0.20957746627514473
786,Aqualink,A philanthropically funded system to help people manage their local marine ecosystems in the face of increasing Ocean temperatures.,aqualinkorg,https://github.com/aqualinkorg/aqualink-app.git,github,"environment,climate-change,typescript,react,nodejs",Hydrosphere,"2022/09/01, 09:23:52",20.0,0.0,13.0,True,TypeScript,Aqualink.org,aqualinkorg,"TypeScript,CSS,JavaScript,HTML,Shell,Dockerfile",,,"2020/04/28, 21:43:56",859.0,MIT,90.0,457.0,"2022/09/01, 09:23:53",26.0,467.0,749.0,145.0,3.0,3.0,6.7,0.6331096196868009,,,5.0,17.0,False,,False,False,,,https://github.com/aqualinkorg,aqualink.org,"San Francisco, CA",,,https://avatars.githubusercontent.com/u/63257299?v=4,,,,2.3534246575342466,1.7292099792099793,2.634095634095634,2.946985446985447,0.7243919048209801
787,argopy,"A global network of nearly 4000 autonomous probes measuring pressure, temperature and salinity from the surface to 2000m depth every 10 days.",euroargodev,https://github.com/euroargodev/argopy.git,github,"argo,python,argo-floats,oceanography,argo-data",Hydrosphere,"2022/05/16, 13:42:07",126.0,9.0,48.0,True,Python,Euro-Argo ERIC,euroargodev,"Python,Shell,Dockerfile",https://argopy.readthedocs.io,,"2020/03/17, 16:14:32",901.0,Apache-2.0,679.0,1458.0,"2022/07/08, 12:06:04",29.0,122.0,194.0,124.0,58.0,6.0,0.5,0.0816812053925456,"2022/05/17, 07:21:20",v0.1.12,6.0,10.0,False,,True,True,"st-howard/ArgoBV,euroargodev/boundary_currents_pcm,ngam/ngc-ext-pangeo,euroargodev/argopy-data,DangoMelon/dmelon,closes/fdls,euroargodev/floatoftheday,euroargodev/argopy-status,euroargodev/argoonlineschool",,https://github.com/euroargodev,https://www.euro-argo.eu,,,,https://avatars.githubusercontent.com/u/57987739?v=4,,,,2.4684931506849317,3.044178794178794,1.5592515592515592,2.6928274428274426,0.7201627262083873
788,eWaterCycle,Makes it easier to use hydrological models without having intimate knowledge about how to install and run the models.,eWaterCycle,https://github.com/eWaterCycle/ewatercycle.git,github,,Hydrosphere,"2022/08/23, 12:38:55",22.0,0.0,14.0,True,Python,,eWaterCycle,Python,,",https://doi.org/10.5281/zenodo.5119389","2018/08/29, 15:47:07",1467.0,CUSTOM,43.0,183.0,"2022/08/23, 12:38:58",81.0,132.0,237.0,46.0,12.0,3.0,1.8,0.4555555555555556,"2022/06/20, 10:13:14",1.4.0,0.0,9.0,False,,True,True,,,https://github.com/eWaterCycle,http://www.ewatercycle.org,,,,https://avatars.githubusercontent.com/u/12843269?v=4,,,,4.019178082191781,2.2645530145530146,2.143970893970894,2.1923076923076925,0.6623448490263232
789,RHESSys,The Regional Hydro-Ecologic Simulation System.,RHESSys,https://github.com/RHESSys/RHESSys.git,github,,Hydrosphere,"2022/03/08, 21:20:33",71.0,0.0,5.0,True,C,,RHESSys,"C,C++,Makefile,Yacc,Python,Awk,Shell,Lex,R,Dockerfile,QMake",,,"2013/04/11, 02:32:19",3434.0,CUSTOM,9.0,1729.0,"2021/07/13, 11:14:42",73.0,33.0,81.0,2.0,418.0,7.0,0.0,0.7260490894695171,"2021/08/23, 17:47:55",RHESSys-7.4,0.0,19.0,False,,False,False,,,https://github.com/RHESSys,,,,,https://avatars.githubusercontent.com/u/4058983?v=4,,,,9.408219178082192,1.9085239085239087,1.9604989604989604,2.4734927234927233,0.6278000406638459
790,tidyhydat,An R package to import Water Survey of Canada hydrometric data and make it tidy.,ropensci,https://github.com/ropensci/tidyhydat.git,github,"r,tidy-data,government-data,water-resources,rstats,r-package,hydrology,hydrometrics,citz",Hydrosphere,"2022/08/20, 04:13:45",66.0,0.0,9.0,True,R,rOpenSci,ropensci,"R,CSS,TeX",https://docs.ropensci.org/tidyhydat,",https://doi.org/10.21105/joss.00511,https://zenodo.org/badge/latestdoi/100978874,https://doi.org/10.21105/joss.00511","2017/08/21, 18:01:23",1840.0,Apache-2.0,42.0,698.0,"2022/08/20, 04:13:50",6.0,45.0,171.0,16.0,15.0,1.0,0.3,0.042056074766355,"2022/08/20, 15:18:40",0.5.6,0.0,7.0,False,,True,True,,,https://github.com/ropensci,https://ropensci.org/,"Berkeley, CA",,,https://avatars.githubusercontent.com/u/1200269?v=4,,,,5.041095890410959,2.2889812889812893,1.2848232848232848,2.1465696465696467,0.5643364001053154
